Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,NEWGEN,540900,E,Newgen Software Technologies L,NEWGEN,1,0.05,NEWGEN
BSE,bse_cm,PRAXIS,540901,E,Praxis Home Retail Limited,PRAXIS,1,0.01,PRAXIS
BSE,bse_cm,AMBER,540902,E,Amber Enterprises India Limite,AMBER,1,0.05,AMBER
BSE,bse_cm,CRPRISK,540903,E,CRP Risk Management Limited,CRPRISK,2000,0.01,CRPRISK
BSE,bse_cm,TIRUFOAM,540904,E,TIRUPATI FOAM LIMITED,TIRUFOAM,1,0.05,TIRUFOAM
BSE,bse_cm,SRUSTEELS,540914,E,SRU Steels Limited,SRUSTEELS,1,0.01,SRUSTEELS
BSE,bse_cm,ASHOKAMET,540923,E,Ashoka Metcast Limited,ASHOKAMET,1,0.01,ASHOKAMET
BSE,bse_cm,GALAXYSURF,540935,E,Galaxy Surfactants Limited,GALAXYSURF,1,0.05,GALAXYSURF
BSE,bse_cm,GGL,540936,E,Gautam Gems Limited,GGL,1,0.01,GGL
BSE,bse_cm,MEDICO,540937,E,MEDICO REMEDIES LIMITED,MEDICO,1,0.01,MEDICO
BSE,bse_cm,GUJHYSPIN,540938,E,Gujarat Hy-Spin Limited,GUJHYSPIN,10000,0.01,GUJHYSPIN
BSE,bse_cm,LAL,540952,E,LORENZINI APPARELS LIMITED,LAL,1,0.01,LAL
BSE,bse_cm,KENVI,540953,E,Kenvi Jewels Limited,KENVI,1,0.01,KENVI
BSE,bse_cm,IWP,540954,E,The Indian Wood Products Co. L,IWP,1,0.01,IWP
BSE,bse_cm,TDSL,540955,E,Tasty Dairy Specialities Limit,TDSL,1,0.01,TDSL
BSE,bse_cm,BHATIA,540956,E,Bhatia Communications & Retail,BHATIA,1,0.01,BHATIA
BSE,bse_cm,SHIVAMILLS,540961,E,Shiva Mills Limited,SHIVAMILLS,1,0.01,SHIVAMILLS
BSE,bse_cm,ASTERDM,540975,E,Aster DM Healthcare Limited,ASTERDM,1,0.05,ASTERDM
BSE,bse_cm,YSL,540980,E,The Yamuna Syndicate Ltd,YSL,1,0.05,YSL
BSE,bse_cm,KANCOTEA,541005,E,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,1,0.01,KANCOTEA
BSE,bse_cm,ANGEL,541006,E,Angel Fibers Limited,ANGEL,4000,0.01,ANGEL
BSE,bse_cm,HGINFRA,541019,E,H.G. Infra Engineering Limited,HGINFRA,1,0.05,HGINFRA
BSE,bse_cm,INFLAME,541083,E,Inflame Appliances Limited,INFLAME,250,0.05,INFLAME
BSE,bse_cm,BPLPHARMA,541096,E,Bharat Parenterals Limited,BPLPHARMA,1,0.05,BPLPHARMA
BSE,bse_cm,LIQUIDETF,541097,E,DSP BlackRock Mutual Fund,LIQUIDETF,1,0.01,LIQUIDETF
BSE,bse_cm,SHREESHAY,541112,E,Shreeshay Engineers Limited,SHREESHAY,2000,0.01,SHREESHAY
BSE,bse_cm,ACFL,541133,E,APEX CAPITAL AND FINANCE LIMIT,ACFL,1,0.01,ACFL
BSE,bse_cm,BDL,541143,E,Bharat Dynamics Limited,BDL,1,0.05,BDL
BSE,bse_cm,ACTIVE,541144,E,Active Clothing Co  Limited,ACTIVE,1,0.05,ACTIVE
BSE,bse_cm,GOYALALUM,541152,E,GOYAL ALUMINIUMS LIMITED,GOYALALUM,1,0.01,GOYALALUM
BSE,bse_cm,BANDHANBNK,541153,E,Bandhan Bank Limited,BANDHANBNK,1,0.05,BANDHANBNK
BSE,bse_cm,HAL,541154,E,Hindustan Aeronautics Limited,HAL,1,0.05,HAL
BSE,bse_cm,KBCGLOBAL,541161,E,KBC GLOBAL LIMITED,KBCGLOBAL,1,0.01,KBCGLOBAL
BSE,bse_cm,SANDHAR,541163,E,Sandhar Technologies Limited,SANDHAR,1,0.05,SANDHAR
BSE,bse_cm,YASHO,541167,E,YASHO INDUSTRIES LIMITED,YASHO,1,0.05,YASHO
BSE,bse_cm,BENARA,541178,E,Benara Bearings and Pistons Li,BENARA,2000,0.01,BENARA
BSE,bse_cm,MIDHANI,541195,E,Mishra Dhatu Nigam Limited,MIDHANI,1,0.05,MIDHANI
BSE,bse_cm,LEX,541196,E,Lex Nimble Solutions Limited,LEX,2000,0.01,LEX
BSE,bse_cm,OBCL,541206,E,Orissa Bengal Carrier Limited,OBCL,1,0.01,OBCL
BSE,bse_cm,TRL,541228,E,Taylormade Renewables Limited,TRL,1,0.05,TRL
BSE,bse_cm,LEMONTREE,541233,E,Lemon Tree Hotels Limited,LEMONTREE,1,0.05,LEMONTREE
BSE,bse_cm,CHEMFAB,541269,E,Chemfab Alkalis Ltd,CHEMFAB,1,0.05,CHEMFAB
BSE,bse_cm,HARDWYN,541276,E,HARDWYN INDIA LIMITED,HARDWYN,1,0.01,HARDWYN
BSE,bse_cm,DLCL,541299,E,DR LALCHANDANI LABS LIMITED,DLCL,4000,0.01,DLCL
BSE,bse_cm,INTERISE,541300,E,INTERISE TRUST,INTERISE,25000,0.01,INTERISE
BSE,bse_cm,ORIENTELEC,541301,E,Orient Electric Limited,ORIENTELEC,1,0.05,ORIENTELEC
BSE,bse_cm,DHRUV,541302,E,Dhruv Consultancy Services Lim,DHRUV,1,0.01,DHRUV
BSE,bse_cm,AKSHAR,541303,E,Akshar Spintex Limited,AKSHAR,1,0.01,AKSHAR
BSE,bse_cm,INDOUS,541304,E,Indo US Bio-Tech Limited,INDOUS,1,0.05,INDOUS
BSE,bse_cm,BSE500IETF,541313,E,ICICI Prudential BSE 500 ETF,BSE500IETF,1,0.01,BSE500IETF
BSE,bse_cm,INDOSTAR,541336,E,IndoStar Capital Finance Limit,INDOSTAR,1,0.05,INDOSTAR
BSE,bse_cm,MILEFUR,541337,E,Milestone Furniture Limited,MILEFUR,3000,0.01,MILEFUR
BSE,bse_cm,UHZAVERI,541338,E,U. H. ZAVERI LIMITED,UHZAVERI,1,0.01,UHZAVERI
BSE,bse_cm,PARVATI,541347,E,Parvati Sweetners and Power Lt,PARVATI,1,0.01,PARVATI
BSE,bse_cm,MEGASTAR,541352,E,Megastar Foods Limited,MEGASTAR,1,0.05,MEGASTAR
BSE,bse_cm,INNOVATORS,541353,E,Innovators Facade Systems Limi,INNOVATORS,800,0.05,INNOVATORS
BSE,bse_cm,UCIL,541358,E,UNIFINZ CAPITAL INDIA LIMITED,UCIL,1,0.05,UCIL
BSE,bse_cm,ZIMLAB,541400,E,ZIM Laboratories Limited,ZIMLAB,1,0.01,ZIMLAB
BSE,bse_cm,AFFORDABLE,541402,E,Affordable Robotic & Automatio,AFFORDABLE,1,0.05,AFFORDABLE
BSE,bse_cm,DOLLAR,541403,E,Dollar Industries Limited,DOLLAR,1,0.05,DOLLAR
BSE,bse_cm,NGIL,541418,E,NAKODA GROUP OF INDUSTRIES LIM,NGIL,1,0.01,NGIL
BSE,bse_cm,PALMJEWELS,541444,E,Palm Jewels Limited,PALMJEWELS,1,0.01,PALMJEWELS
BSE,bse_cm,WAA,541445,E,Waa Solar Limited,WAA,800,0.01,WAA
BSE,bse_cm,ADANIGREEN,541450,E,Adani Green Energy Limited,ADANIGREEN,1,0.05,ADANIGREEN
BSE,bse_cm,UNICK,541503,E,Unick Fix-A- Form and Printers,UNICK,1,0.01,UNICK
BSE,bse_cm,SOLARA,541540,E,SOLARA ACTIVE PHARMA SCIENCES ,SOLARA,1,0.05,SOLARA
BSE,bse_cm,GAYAHWS,541546,E,GAYATRI HIGHWAYS LTD,GAYAHWS,1,0.01,GAYAHWS
BSE,bse_cm,RITES,541556,E,RITES Limited,RITES,1,0.05,RITES
BSE,bse_cm,FINEORG,541557,E,Fine Organic Industries Limite,FINEORG,1,0.05,FINEORG
BSE,bse_cm,VARROC,541578,E,Varroc Engineering Limited,VARROC,1,0.05,VARROC
BSE,bse_cm,RAJNISH,541601,E,Rajnish Wellness Limited,RAJNISH,1,0.01,RAJNISH
BSE,bse_cm,GUJWIND,541627,E,Gujarat Winding Systems Limite,GUJWIND,1,0.01,GUJWIND
BSE,bse_cm,STRAEXPO,541633,E,Sophia Traexpo Limited,STRAEXPO,1,0.01,STRAEXPO
BSE,bse_cm,RAWEDGE,541634,E,Raw Edge Industrial Solutions ,RAWEDGE,1,0.01,RAWEDGE
BSE,bse_cm,SUPERSHAKT,541701,E,Supershakti Metaliks Limited,SUPERSHAKT,300,0.05,SUPERSHAKT
BSE,bse_cm,ASHNI,541702,E,Ashnisha Industries Limited,ASHNI,1,0.01,ASHNI
BSE,bse_cm,RACONTEUR,541703,E,RACONTEUR GLOBAL RESOURCES LIM,RACONTEUR,1600,0.01,RACONTEUR
BSE,bse_cm,HDFCAMC,541729,E,HDFC Asset Management Company ,HDFCAMC,1,0.05,HDFCAMC
BSE,bse_cm,VIVANTA,541735,E,Vivanta Industries Limited,VIVANTA,1,0.01,VIVANTA
BSE,bse_cm,FRATELLI,541741,E,Fratelli Vineyards Limited,FRATELLI,1,0.05,FRATELLI
BSE,bse_cm,CREDITACC,541770,E,CreditAccess Grameen Ltd.,CREDITACC,1,0.05,CREDITACC
BSE,bse_cm,AMINTAN,541771,E,AMIN TANNERY LIMITED,AMINTAN,1,0.01,AMINTAN
BSE,bse_cm,DEEP,541778,E,Deep Polymers Limited,DEEP,1,0.01,DEEP
BSE,bse_cm,SMEL,541799,E,Sungold Media and Entertainmen,SMEL,5000,0.01,SMEL
BSE,bse_cm,NEXT50IETF,541809,E,ICICI Prudential Mutual Fund,NEXT50IETF,1,0.01,NEXT50IETF
BSE,bse_cm,ASRL,541865,E,Add-Shop E-Retail Limited,ASRL,1,0.01,ASRL
BSE,bse_cm,SPACEINCUBA,541890,E,Space Incubatrics Technologies,SPACEINCUBA,1,0.01,SPACEINCUBA
BSE,bse_cm,SGIL,541929,E,Synergy Green Industries Limit,SGIL,1,0.05,SGIL
BSE,bse_cm,RANJEET,541945,E,Ranjeet Mechatronics Limited,RANJEET,4000,0.01,RANJEET
BSE,bse_cm,LIQUIDIETF,541946,E,ICICI Prudential BSE Liquid Ra,LIQUIDIETF,1,0.01,LIQUIDIETF
BSE,bse_cm,IRCON,541956,E,IRCON International Ltd,IRCON,1,0.05,IRCON
BSE,bse_cm,SKYGOLD,541967,E,Sky Gold And Diamonds Limited,SKYGOLD,1,0.05,SKYGOLD
BSE,bse_cm,SETFSN50,541972,E,SBI Mutual Fund,SETFSN50,1,0.01,SETFSN50
BSE,bse_cm,MACH,541973,E,Mac Hotels Limited,MACH,1500,0.01,MACH
BSE,bse_cm,MANORAMA,541974,E,Manorama Industries Limited,MANORAMA,1,0.05,MANORAMA
BSE,bse_cm,INNOVATIVE,541983,E,Innovative Ideals and Services,INNOVATIVE,1000,0.01,INNOVATIVE
BSE,bse_cm,AAVAS,541988,E,AAVAS Financiers Limited,AAVAS,1,0.05,AAVAS
BSE,bse_cm,GRSE,542011,E,Garden Reach Shipbuilders & En,GRSE,1,0.05,GRSE
BSE,bse_cm,A1L,542012,E,A-1 LIMITED,A1L,1,0.05,A1L
BSE,bse_cm,DOLFIN,542013,E,Dolfin Rubbers Limited,DOLFIN,1,0.05,DOLFIN
BSE,bse_cm,SHUBHAM,542019,E,Shubham Polyspin Limited,SHUBHAM,1,0.01,SHUBHAM
BSE,bse_cm,AKI,542020,E,AKI India Limited,AKI,1,0.01,AKI
BSE,bse_cm,SUNRETAIL,542025,E,Sun Retail Limited,SUNRETAIL,48000,0.01,SUNRETAIL
BSE,bse_cm,SMGOLD,542034,E,S. M. Gold Limited,SMGOLD,1,0.01,SMGOLD
BSE,bse_cm,VIVIDM,542046,E,VIVID MERCANTILE LIMITED,VIVIDM,1,0.01,VIVIDM
BSE,bse_cm,BCPL,542057,E,BCPL Railway Infrastructure Li,BCPL,1,0.01,BCPL
BSE,bse_cm,ATGL,542066,E,ADANI TOTAL GAS LIMITED,ATGL,1,0.05,ATGL
BSE,bse_cm,PHOSPHATE,542123,E,The Phosphate Company Limited,PHOSPHATE,1,0.05,PHOSPHATE
BSE,bse_cm,NIFTYETF,542131,E,Mirae Asset Mutual Fund,NIFTYETF,1,0.01,NIFTYETF
BSE,bse_cm,TECHNOE,542141,E,Techno Electric & Engineering ,TECHNOE,1,0.05,TECHNOE
BSE,bse_cm,RONI,542145,E,Roni Households Limited,RONI,3600,0.01,RONI
BSE,bse_cm,SKIFL,542146,E,Shree Krishna Infrastructure L,SKIFL,1250,0.01,SKIFL
BSE,bse_cm,DGL,542155,E,Diksha Greens Limited,DGL,2000,0.01,DGL
BSE,bse_cm,ARYAN,542176,E,Aryan Share & Stock Brokers Lt,ARYAN,1,0.01,ARYAN
BSE,bse_cm,NIVAKA,542206,E,NIVAKA FASHIONS LIMITED,NIVAKA,1,0.01,NIVAKA
BSE,bse_cm,DALBHARAT,542216,E,DALMIA BHARAT LIMITED,DALBHARAT,1,0.05,DALBHARAT
BSE,bse_cm,ABSLNN50ET,542230,E,Aditya Birla Sun Life Mutual F,ABSLNN50ET,1,0.01,ABSLNN50ET
BSE,bse_cm,NILASPACES,542231,E,Nila Spaces Ltd,NILASPACES,1,0.01,NILASPACES
BSE,bse_cm,SRD,542232,E,Shankar Lal Rampal Dye-Chem Li,SRD,1,0.01,SRD
BSE,bse_cm,TREJHARA,542233,E,Trejhara Solutions Limited,TREJHARA,1,0.05,TREJHARA
BSE,bse_cm,DECCAN,542248,E,Deccan Health Care Limited,DECCAN,1,0.01,DECCAN
BSE,bse_cm,AXITA,542285,E,Axita Cotton Limited,AXITA,1,0.01,AXITA
BSE,bse_cm,KPIGREEN,542323,E,KPI Green Energy Limited,KPIGREEN,1,0.05,KPIGREEN
BSE,bse_cm,HIKLASS,542332,E,Hi-Klass Trading and Investmen,HIKLASS,1,0.01,HIKLASS
BSE,bse_cm,RPSGVENT,542333,E,RPSG VENTURES LIMITED,RPSGVENT,1,0.05,RPSGVENT
BSE,bse_cm,SPENCERS,542337,E,Spencers Retail Limited,SPENCERS,1,0.01,SPENCERS
BSE,bse_cm,GLOSTERLTD,542351,E,Gloster Ltd,GLOSTERLTD,1,0.05,GLOSTERLTD
BSE,bse_cm,XELPMOC,542367,E,Xelpmoc Design and Tech Limite,XELPMOC,1,0.01,XELPMOC
BSE,bse_cm,SPACAPS,542376,E,SPA Capital Services Limited,SPACAPS,1,0.05,SPACAPS
BSE,bse_cm,AARSHYAM,542377,E,Aar Shyam India Investment Com,AARSHYAM,1,0.01,AARSHYAM
BSE,bse_cm,RITCO,542383,E,Ritco Logistics Limited,RITCO,1,0.05,RITCO
BSE,bse_cm,CHALET,542399,E,Chalet Hotels Limited,CHALET,1,0.05,CHALET
BSE,bse_cm,ANMOL,542437,E,Anmol India Limited,ANMOL,1,0.01,ANMOL
BSE,bse_cm,JONJUA,542446,E,Jonjua Overseas Limited,JONJUA,4082,0.01,JONJUA
BSE,bse_cm,KRANTI,542459,E,Kranti Industries Limited,KRANTI,1,0.01,KRANTI
BSE,bse_cm,ANUP,542460,E,The Anup Engineering Ltd,ANUP,1,0.05,ANUP
BSE,bse_cm,GLEAM,542477,E,Gleam Fabmat Limited,GLEAM,10000,0.01,GLEAM
BSE,bse_cm,ARVINDFASN,542484,E,Arvind Fashions Limited,ARVINDFASN,1,0.05,ARVINDFASN
BSE,bse_cm,UTISXN50,542513,E,UTI BSE  Sensex Next 50 ETF,UTISXN50,1,0.01,UTISXN50
BSE,bse_cm,AIHL,542524,E,AMBASSADOR INTRA HOLDINGS LIMI,AIHL,1,0.01,AIHL
BSE,bse_cm,IDFTP179RG,542536,E,Bandhan Mutual Fund,IDFTP179RG,1,0.01,IDFTP179RG
BSE,bse_cm,IDFTP179RP,542537,E,Bandhan Mutual Fund,IDFTP179RP,1,0.01,IDFTP179RP
BSE,bse_cm,IDFTP179DG,542539,E,Bandhan Mutual Fund,IDFTP179DG,1,0.01,IDFTP179DG
BSE,bse_cm,IDFTP179DH,542541,E,Bandhan Mutual Fund,IDFTP179DH,1,0.01,IDFTP179DH
BSE,bse_cm,ENERGYINF,542543,E,Energy Infrastructure Trust,ENERGYINF,25000,0.01,ENERGYINF
BSE,bse_cm,JYOTIN,542544,E,Jyot International Marketing L,JYOTIN,1,0.01,JYOTIN
BSE,bse_cm,IPRU3315,542552,E,ICICI Prudential Mutual Fund,IPRU3315,1,0.01,IPRU3315
BSE,bse_cm,IPRU3316,542553,E,ICICI Prudential Mutual Fund,IPRU3316,1,0.01,IPRU3316
BSE,bse_cm,IPRU9517,542555,E,ICICI Prudential Mutual Fund,IPRU9517,1,0.01,IPRU9517
BSE,bse_cm,AGOL,542579,E,Ashapuri Gold Ornament Limited,AGOL,1,0.01,AGOL
BSE,bse_cm,AARTECH,542580,E,Aartech Solonics Limited,AARTECH,1,0.01,AARTECH
BSE,bse_cm,HBEL,542592,E,Humming Bird Education Limited,HBEL,1250,0.01,HBEL
BSE,bse_cm,MSTCLTD,542597,E,MSTC Limited,MSTCLTD,1,0.05,MSTCLTD
BSE,bse_cm,ROOPSHRI,542599,E,Roopshri Resorts Limited,ROOPSHRI,3000,0.01,ROOPSHRI
BSE,bse_cm,EMBASSY,542602,E,Embassy Office Parks REIT,EMBASSY,1,0.01,EMBASSY
BSE,bse_cm,CHANDNIMACH,542627,E,Chandni Machines Limited,CHANDNIMACH,1,0.01,CHANDNIMACH
BSE,bse_cm,NSL,542628,E,Northern Spirits Limited,NSL,1,0.05,NSL
BSE,bse_cm,RVNL,542649,E,Rail Vikas Nigam Limited,RVNL,1,0.05,RVNL
BSE,bse_cm,METROPOLIS,542650,E,Metropolis Healthcare Limited,METROPOLIS,1,0.05,METROPOLIS
BSE,bse_cm,KPITTECH,542651,E,KPIT Technologies Ltd,KPITTECH,1,0.05,KPITTECH
BSE,bse_cm,POLYCAB,542652,E,Polycab India Limited,POLYCAB,1,0.05,POLYCAB
BSE,bse_cm,VRFILMS,542654,E,V R FILMS & STUDIOS LIMITED,VRFILMS,1,0.01,VRFILMS
BSE,bse_cm,VIKASLIFE,542655,E,VIKAS LIFECARE LIMITED,VIKASLIFE,1,0.01,VIKASLIFE
BSE,bse_cm,NXLI8X,542661,E,Reliance Mutual Fund,NXLI8X,1,0.01,NXLI8X
BSE,bse_cm,NXLI8Z,542662,E,Reliance Mutual Fund,NXLI8Z,1,0.01,NXLI8Z
BSE,bse_cm,NXLI8D,542663,E,Reliance Mutual Fund,NXLI8D,1,0.01,NXLI8D
BSE,bse_cm,NXLI8G,542664,E,Reliance Mutual Fund,NXLI8G,1,0.01,NXLI8G
BSE,bse_cm,NEOGEN,542665,E,Neogen Chemicals Limited,NEOGEN,1,0.05,NEOGEN
BSE,bse_cm,GKP,542666,E,G. K. P. Printing & Packaging ,GKP,1,0.01,GKP
BSE,bse_cm,WORL,542667,E,White Organic Retail Limited,WORL,1,0.01,WORL
BSE,bse_cm,EVANS,542668,E,EVANS ELECTRIC LIMITED,EVANS,1000,0.05,EVANS
BSE,bse_cm,BMW,542669,E,BMW INDUSTRIES LIMITED,BMW,1,0.01,BMW
BSE,bse_cm,AEPL,542670,E,Artemis Electricals and Projec,AEPL,1,0.01,AEPL
BSE,bse_cm,CHCL,542678,E,Cian Healthcare Limited,CHCL,2000,0.01,CHCL
BSE,bse_cm,DEL,542679,E,Dhanashree Electronics Limited,DEL,1,0.01,DEL
BSE,bse_cm,HARISH,542682,E,Harish Textile Engineers Limit,HARISH,1,0.01,HARISH
BSE,bse_cm,PPL,542684,E,Prakash Pipes Limited,PPL,1,0.05,PPL
BSE,bse_cm,DGCONTENT,542685,E,Digicontent Limited,DGCONTENT,1,0.01,DGCONTENT
BSE,bse_cm,PARSHVA,542694,E,Parshva Enterprises Limited,PARSHVA,1,0.05,PARSHVA
BSE,bse_cm,ARL,542721,E,Anand Rayons Limited,ARL,1,0.05,ARL
BSE,bse_cm,MURAE,542724,E,Murae Organisor Limited,MURAE,1,0.01,MURAE
BSE,bse_cm,SBC,542725,E,SBC EXPORTS LIMITED,SBC,1,0.01,SBC
BSE,bse_cm,INDIAMART,542726,E,IndiaMART InterMESH Limited,INDIAMART,1,0.05,INDIAMART
BSE,bse_cm,CPML,542727,E,City Pulse Multiplex Limited,CPML,200,0.05,CPML
BSE,bse_cm,SKIEL,542728,E,SK International Export Limite,SKIEL,6000,0.01,SKIEL
BSE,bse_cm,DCMNVL,542729,E,DCM NOUVELLE LIMITED,DCMNVL,1,0.05,DCMNVL
BSE,bse_cm,BANKIETF,542730,E,ICICI Prudential Mutual Fund,BANKIETF,1,0.01,BANKIETF
BSE,bse_cm,SNXT50BEES,542747,E,NIPPON INDIA ETF SENSEX NEXT 5,SNXT50BEES,1,0.01,SNXT50BEES
BSE,bse_cm,AFFLE,542752,E,Affle (India) Limited,AFFLE,1,0.05,AFFLE
BSE,bse_cm,SEACOAST,542753,E,SEACOAST SHIPPING SERVICES LIM,SEACOAST,1,0.01,SEACOAST
BSE,bse_cm,PVTBANIETF,542758,E,ICICI Prudential Mutual Fund,PVTBANIETF,1,0.01,PVTBANIETF
BSE,bse_cm,SPANDANA,542759,E,Spandana Sphoorty Financial Li,SPANDANA,1,0.05,SPANDANA
BSE,bse_cm,SWSOLAR,542760,E,STERLING AND WILSON RENEWABLE ,SWSOLAR,1,0.05,SWSOLAR
BSE,bse_cm,TRANSPACT,542765,E,Transpact Enterprises Limited,TRANSPACT,500,0.05,TRANSPACT
BSE,bse_cm,ALPHALOGIC,542770,E,Alphalogic Techsys Limited,ALPHALOGIC,1,0.01,ALPHALOGIC
BSE,bse_cm,NOVATEOR,542771,E,Novateor Research Laboratories,NOVATEOR,3000,0.01,NOVATEOR
BSE,bse_cm,360ONE,542772,E,360 ONE WAM LIMITED,360ONE,1,0.05,360ONE
BSE,bse_cm,IIFLCAPS,542773,E,IIFL CAPITAL SERVICES LIMITED,IIFLCAPS,1,0.05,IIFLCAPS
BSE,bse_cm,MUFIN,542774,E,MUFIN GREEN FINANCE LIMITED,MUFIN,1,0.01,MUFIN
BSE,bse_cm,MISQUITA,542801,E,Misquita Engineering Limited,MISQUITA,1000,0.01,MISQUITA
BSE,bse_cm,GALACTICO,542802,E,Galactico Corporate Services L,GALACTICO,1,0.01,GALACTICO
BSE,bse_cm,VEL,542803,E,Vaxfab Enterprises Limited,VEL,1,0.01,VEL
BSE,bse_cm,FLUOROCHEM,542812,E,Gujarat Fluorochemicals Limite,FLUOROCHEM,1,0.05,FLUOROCHEM
BSE,bse_cm,IRCTC,542830,E,Indian Railway Catering and To,IRCTC,1,0.05,IRCTC
BSE,bse_cm,GOBLIN,542850,E,GOBLIN INDIA LIMITED,GOBLIN,2000,0.01,GOBLIN
BSE,bse_cm,GENSOL,542851,E,Gensol Engineering Limited,GENSOL,1,0.05,GENSOL
BSE,bse_cm,VISHWARAJ,542852,E,Vishwaraj Sugar Industries Lim,VISHWARAJ,1,0.01,VISHWARAJ
BSE,bse_cm,GREENPANEL,542857,E,Greenpanel Industries Limited,GREENPANEL,1,0.05,GREENPANEL
BSE,bse_cm,SHAHLON,542862,E,Shahlon Silk Industries Limite,SHAHLON,1,0.01,SHAHLON
BSE,bse_cm,ABSLBANETF,542863,E,Aditya Birla Sun Life Mutual F,ABSLBANETF,1,0.01,ABSLBANETF
BSE,bse_cm,MOUNT,542864,E,MOUNT HOUSING AND INFRASTRUCTU,MOUNT,1,0.01,MOUNT
BSE,bse_cm,ANUROOP,542865,E,Anuroop Packaging Limited,ANUROOP,1,0.01,ANUROOP
BSE,bse_cm,COLAB,542866,E,COLAB PLATFORMS LIMITED,COLAB,1,0.01,COLAB
BSE,bse_cm,CSBBANK,542867,E,CSB Bank Limited,CSBBANK,1,0.05,CSBBANK
BSE,bse_cm,UJJIVANSFB,542904,E,Ujjivan Small Finance Bank Lim,UJJIVANSFB,1,0.01,UJJIVANSFB
BSE,bse_cm,HINDWAREAP,542905,E,Hindware Home Innovation Limit,HINDWAREAP,1,0.05,HINDWAREAP
BSE,bse_cm,EASUN,542906,E,Easun Capital Markets Limited,EASUN,1,0.01,EASUN
BSE,bse_cm,PRINCEPIPE,542907,E,Prince Pipes and Fittings Limi,PRINCEPIPE,1,0.05,PRINCEPIPE
BSE,bse_cm,EBBETF0430,542909,E,Edelweiss Mutual Fund,EBBETF0430,1,0.01,EBBETF0430
BSE,bse_cm,VALENCIA,542910,E,Valencia Nutrition Limited,VALENCIA,3000,0.01,VALENCIA
BSE,bse_cm,ASSAMENT,542911,E,Assam Entrade Limited,ASSAMENT,1,0.05,ASSAMENT
BSE,bse_cm,GIANLIFE,542918,E,Gian Life Care Limited,GIANLIFE,1,0.01,GIANLIFE
BSE,bse_cm,ARTEMISMED,542919,E,Artemis Medicare Services Limi,ARTEMISMED,1,0.05,ARTEMISMED
BSE,bse_cm,SUMICHEM,542920,E,SUMITOMO CHEMICAL INDIA LIMITE,SUMICHEM,1,0.05,SUMICHEM
BSE,bse_cm,MIDCAPIETF,542921,E,ICICI Prudential Mutual Fund,MIDCAPIETF,1,0.01,MIDCAPIETF
BSE,bse_cm,NEXT50,542922,E,Mirae Asset Mutual Fund,NEXT50,1,0.01,NEXT50
BSE,bse_cm,TRANWAY21,542923,E,TRANWAY21 TECHNOLOGIES LIMITED,TRANWAY21,10000,0.01,TRANWAY21
BSE,bse_cm,JANUSCORP,542924,E,Janus Corporation Limited,JANUSCORP,3500,0.01,JANUSCORP
BSE,bse_cm,VARDHANCFL,542931,E,Vardhan Capital & Finance Limi,VARDHANCFL,1,0.01,VARDHANCFL
BSE,bse_cm,UNIVPHOTO,542933,E,UNIVERSUS PHOTO IMAGINGS LIMIT,UNIVPHOTO,1,0.05,UNIVPHOTO
BSE,bse_cm,CBPL,542934,E,Chandra Bhagat Pharma Limited,CBPL,1000,0.01,CBPL
BSE,bse_cm,OCTAVIUSPL,542938,E,Octavius Plantations Limited,OCTAVIUSPL,1,0.01,OCTAVIUSPL
BSE,bse_cm,SUVENPHAR,543064,E,SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR,1,0.05,SUVENPHAR
BSE,bse_cm,SMAUTO,543065,E,SM Auto Stamping Limited,SMAUTO,2000,0.01,SMAUTO
BSE,bse_cm,SBICARD,543066,E,SBI CARDS AND PAYMENT SERVICES,SBICARD,1,0.05,SBICARD
BSE,bse_cm,07AGG,543071,E,Nippon India Mutual Fund,07AGG,1,0.01,07AGG
BSE,bse_cm,07BPB,543072,E,Nippon India Mutual Fund,07BPB,1,0.01,07BPB
BSE,bse_cm,07DPD,543073,E,Nippon India Mutual Fund,07DPD,1,0.01,07DPD
BSE,bse_cm,07DPR,543074,E,Nippon India Mutual Fund,07DPR,1,0.01,07DPR
BSE,bse_cm,07QPD,543075,E,Nippon India Mutual Fund,07QPD,1,0.01,07QPD
BSE,bse_cm,07ABB,543076,E,Nippon India Mutual Fund,07ABB,1,0.01,07ABB
BSE,bse_cm,07QPR,543077,E,Nippon India Mutual Fund,07QPR,1,0.01,07QPR
BSE,bse_cm,07ADD,543078,E,Nippon India Mutual Fund,07ADD,1,0.01,07ADD
BSE,bse_cm,07GPG,543079,E,Nippon India Mutual Fund,07GPG,1,0.01,07GPG
BSE,bse_cm,07ADR,543080,E,Nippon India Mutual Fund,07ADR,1,0.01,07ADR
BSE,bse_cm,07AQD,543081,E,Nippon India Mutual Fund,07AQD,1,0.01,07AQD
BSE,bse_cm,07AQR,543082,E,Nippon India Mutual Fund,07AQR,1,0.01,07AQR
BSE,bse_cm,09MPD,543083,E,Nippon India Mutual Fund,09MPD,1,0.01,09MPD
BSE,bse_cm,09MPR,543084,E,Nippon India Mutual Fund,09MPR,1,0.01,09MPR
BSE,bse_cm,09QPD,543085,E,Nippon India Mutual Fund,09QPD,1,0.01,09QPD
